id,seasonId,step,unionId1,unionId2,unionName1,unionName2,serverId1,serverId2,serverName1,serverName2,oper1,oper2,type,result,startTime,threeTime,watcherCount,watcherCost,groupId,index,matchServerId,matchServerName,unionLongId1,unionLongId2,nbvalue1,nbvalue2,next
38,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,3,6,2,争霸赛服务器-2,0,0,0,0,1043
39,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,3,7,1,争霸赛服务器-1,0,0,0,0,1044
40,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,3,8,2,争霸赛服务器-2,0,0,0,0,1044
41,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,3,9,1,争霸赛服务器-1,0,0,0,0,1045
42,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,3,10,2,争霸赛服务器-2,0,0,0,0,1045
43,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,3,11,1,争霸赛服务器-1,0,0,0,0,1046
44,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,3,12,2,争霸赛服务器-2,0,0,0,0,1046
45,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,3,13,1,争霸赛服务器-1,0,0,0,0,1047
46,312,1,50,0,mtw,,1,0,s1,0,pptv,,1,0,2016-3-15 13:15:00,,20,6#1000000,3,14,2,争霸赛服务器-2,377022464983042,0,2383,0,1047
47,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,3,15,1,争霸赛服务器-1,0,0,0,0,1048
48,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,3,16,2,争霸赛服务器-2,0,0,0,0,1048
49,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,4,1,1,争霸赛服务器-1,0,0,0,0,1049
50,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,4,2,2,争霸赛服务器-2,0,0,0,0,1049
51,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,4,3,1,争霸赛服务器-1,0,0,0,0,1050
52,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,4,4,2,争霸赛服务器-2,0,0,0,0,1050
53,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,4,5,1,争霸赛服务器-1,0,0,0,0,1051
54,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,4,6,2,争霸赛服务器-2,0,0,0,0,1051
55,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,4,7,1,争霸赛服务器-1,0,0,0,0,1052
56,312,1,7,0,途观,,1,0,不删档1_2,0,xy,,1,0,2016-3-15 13:15:00,,20,6#1000000,4,8,2,争霸赛服务器-2,377022463672327,0,2219,0,1052
57,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,4,9,1,争霸赛服务器-1,0,0,0,0,1053
58,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,4,10,2,争霸赛服务器-2,0,0,0,0,1053
59,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,4,11,1,争霸赛服务器-1,0,0,0,0,1054
60,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,4,12,2,争霸赛服务器-2,0,0,0,0,1054
61,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,4,13,1,争霸赛服务器-1,0,0,0,0,1055
62,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,4,14,2,争霸赛服务器-2,0,0,0,0,1055
63,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,4,15,1,争霸赛服务器-1,0,0,0,0,1056
64,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,4,16,2,争霸赛服务器-2,0,0,0,0,1056
65,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,5,1,1,争霸赛服务器-1,0,0,0,0,1057
66,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,5,2,2,争霸赛服务器-2,0,0,0,0,1057
67,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,5,3,1,争霸赛服务器-1,0,0,0,0,1058
68,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,5,4,2,争霸赛服务器-2,0,0,0,0,1058
69,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,5,5,1,争霸赛服务器-1,0,0,0,0,1059
70,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,5,6,2,争霸赛服务器-2,0,0,0,0,1059
71,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,5,7,1,争霸赛服务器-1,0,0,0,0,1060
72,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,5,8,2,争霸赛服务器-2,0,0,0,0,1060
73,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,5,9,1,争霸赛服务器-1,0,0,0,0,1061
74,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,5,10,2,争霸赛服务器-2,0,0,0,0,1061
75,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,5,11,1,争霸赛服务器-1,0,0,0,0,1062
76,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,5,12,2,争霸赛服务器-2,0,0,0,0,1062
77,312,1,0,32,,骑士团,0,1,0,s1,,顺网,1,0,2016-3-15 13:15:00,,20,6#1000000,5,13,1,争霸赛服务器-1,0,377022464720897,0,3457,1063
78,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,5,14,2,争霸赛服务器-2,0,0,0,0,1063
79,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,5,15,1,争霸赛服务器-1,0,0,0,0,1064
80,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,5,16,2,争霸赛服务器-2,0,0,0,0,1064
81,312,1,0,13,,s2.成都熊猫基地,0,1,0,不删档1_2,,xy,1,0,2016-3-15 13:15:00,,20,6#1000000,6,1,1,争霸赛服务器-1,0,377022463672333,0,19439,1065
82,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,6,2,2,争霸赛服务器-2,0,0,0,0,1065
83,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,6,3,1,争霸赛服务器-1,0,0,0,0,1066
84,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,6,4,2,争霸赛服务器-2,0,0,0,0,1066
85,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,6,5,1,争霸赛服务器-1,0,0,0,0,1067
86,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,6,6,2,争霸赛服务器-2,0,0,0,0,1067
87,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,6,7,1,争霸赛服务器-1,0,0,0,0,1068
88,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,6,8,2,争霸赛服务器-2,0,0,0,0,1068
89,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,6,9,1,争霸赛服务器-1,0,0,0,0,1069
90,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,6,10,2,争霸赛服务器-2,0,0,0,0,1069
91,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,6,11,1,争霸赛服务器-1,0,0,0,0,1070
92,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,6,12,2,争霸赛服务器-2,0,0,0,0,1070
93,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,6,13,1,争霸赛服务器-1,0,0,0,0,1071
94,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,6,14,2,争霸赛服务器-2,0,0,0,0,1071
95,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,6,15,1,争霸赛服务器-1,0,0,0,0,1072
96,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,6,16,2,争霸赛服务器-2,0,0,0,0,1072
97,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,7,1,1,争霸赛服务器-1,0,0,0,0,1073
98,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,7,2,2,争霸赛服务器-2,0,0,0,0,1073
99,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,7,3,1,争霸赛服务器-1,0,0,0,0,1074
100,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,7,4,2,争霸赛服务器-2,0,0,0,0,1074
101,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,7,5,1,争霸赛服务器-1,0,0,0,0,1075
102,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,7,6,2,争霸赛服务器-2,0,0,0,0,1075
103,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,7,7,1,争霸赛服务器-1,0,0,0,0,1076
104,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,7,8,2,争霸赛服务器-2,0,0,0,0,1076
105,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,7,9,1,争霸赛服务器-1,0,0,0,0,1077
106,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,7,10,2,争霸赛服务器-2,0,0,0,0,1077
107,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,7,11,1,争霸赛服务器-1,0,0,0,0,1078
108,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,7,12,2,争霸赛服务器-2,0,0,0,0,1078
109,312,1,22,0,宝来,,1,0,不删档1_2,0,xy,,1,0,2016-3-15 13:15:00,,20,6#1000000,7,13,1,争霸赛服务器-1,377022463672342,0,2190,0,1079
110,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,7,14,2,争霸赛服务器-2,0,0,0,0,1079
111,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,7,15,1,争霸赛服务器-1,0,0,0,0,1080
112,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,7,16,2,争霸赛服务器-2,0,0,0,0,1080
113,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,8,1,1,争霸赛服务器-1,0,0,0,0,1081
114,312,1,4,0,明锐,,1,0,不删档1_2,0,xy,,1,0,2016-3-15 13:15:00,,20,6#1000000,8,2,2,争霸赛服务器-2,377022463672324,0,13328,0,1081
115,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,8,3,1,争霸赛服务器-1,0,0,0,0,1082
116,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,8,4,2,争霸赛服务器-2,0,0,0,0,1082
117,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,8,5,1,争霸赛服务器-1,0,0,0,0,1083
118,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,8,6,2,争霸赛服务器-2,0,0,0,0,1083
119,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,8,7,1,争霸赛服务器-1,0,0,0,0,1084
120,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,8,8,2,争霸赛服务器-2,0,0,0,0,1084
121,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,8,9,1,争霸赛服务器-1,0,0,0,0,1085
122,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,8,10,2,争霸赛服务器-2,0,0,0,0,1085
123,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,8,11,1,争霸赛服务器-1,0,0,0,0,1086
124,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,8,12,2,争霸赛服务器-2,0,0,0,0,1086
125,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,8,13,1,争霸赛服务器-1,0,0,0,0,1087
126,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,8,14,2,争霸赛服务器-2,0,0,0,0,1087
127,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,8,15,1,争霸赛服务器-1,0,0,0,0,1088
128,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,8,16,2,争霸赛服务器-2,0,0,0,0,1088
129,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,9,1,1,争霸赛服务器-1,0,0,0,0,1089
130,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,9,2,2,争霸赛服务器-2,0,0,0,0,1089
131,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,9,3,1,争霸赛服务器-1,0,0,0,0,1090
132,312,1,0,44,,6546,0,1,0,s1,,顺网,1,0,2016-3-15 13:15:00,,20,6#1000000,9,4,2,争霸赛服务器-2,0,377022464720909,0,21333,1090
133,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,9,5,1,争霸赛服务器-1,0,0,0,0,1091
134,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,9,6,2,争霸赛服务器-2,0,0,0,0,1091
135,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,9,7,1,争霸赛服务器-1,0,0,0,0,1092
136,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,9,8,2,争霸赛服务器-2,0,0,0,0,1092
137,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,9,9,1,争霸赛服务器-1,0,0,0,0,1093
138,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,9,10,2,争霸赛服务器-2,0,0,0,0,1093
139,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,9,11,1,争霸赛服务器-1,0,0,0,0,1094
140,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,9,12,2,争霸赛服务器-2,0,0,0,0,1094
141,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,9,13,1,争霸赛服务器-1,0,0,0,0,1095
142,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,9,14,2,争霸赛服务器-2,0,0,0,0,1095
143,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,9,15,1,争霸赛服务器-1,0,0,0,0,1096
144,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,9,16,2,争霸赛服务器-2,0,0,0,0,1096
145,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,10,1,1,争霸赛服务器-1,0,0,0,0,1097
146,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,10,2,2,争霸赛服务器-2,0,0,0,0,1097
147,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,10,3,1,争霸赛服务器-1,0,0,0,0,1098
148,312,1,0,30,,435,0,1,0,不删档1_2,,xy,1,0,2016-3-15 13:15:00,,20,6#1000000,10,4,2,争霸赛服务器-2,0,377022463672350,0,36760,1098
149,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,10,5,1,争霸赛服务器-1,0,0,0,0,1099
150,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,10,6,2,争霸赛服务器-2,0,0,0,0,1099
151,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,10,7,1,争霸赛服务器-1,0,0,0,0,1100
152,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,10,8,2,争霸赛服务器-2,0,0,0,0,1100
153,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,10,9,1,争霸赛服务器-1,0,0,0,0,1101
154,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,10,10,2,争霸赛服务器-2,0,0,0,0,1101
155,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,10,11,1,争霸赛服务器-1,0,0,0,0,1102
156,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,10,12,2,争霸赛服务器-2,0,0,0,0,1102
157,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,10,13,1,争霸赛服务器-1,0,0,0,0,1103
158,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,10,14,2,争霸赛服务器-2,0,0,0,0,1103
159,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,10,15,1,争霸赛服务器-1,0,0,0,0,1104
160,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,10,16,2,争霸赛服务器-2,0,0,0,0,1104
161,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,11,1,1,争霸赛服务器-1,0,0,0,0,1105
162,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,11,2,2,争霸赛服务器-2,0,0,0,0,1105
163,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,11,3,1,争霸赛服务器-1,0,0,0,0,1106
164,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,11,4,2,争霸赛服务器-2,0,0,0,0,1106
165,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,11,5,1,争霸赛服务器-1,0,0,0,0,1107
166,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,11,6,2,争霸赛服务器-2,0,0,0,0,1107
167,312,1,18,0,炮灰2号,,1,0,不删档1_2,0,xy,,1,0,2016-3-15 13:15:00,,20,6#1000000,11,7,1,争霸赛服务器-1,377022463672338,0,11120,0,1108
168,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,11,8,2,争霸赛服务器-2,0,0,0,0,1108
169,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,11,9,1,争霸赛服务器-1,0,0,0,0,1109
170,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,11,10,2,争霸赛服务器-2,0,0,0,0,1109
171,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,11,11,1,争霸赛服务器-1,0,0,0,0,1110
172,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,11,12,2,争霸赛服务器-2,0,0,0,0,1110
173,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,11,13,1,争霸赛服务器-1,0,0,0,0,1111
174,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,11,14,2,争霸赛服务器-2,0,0,0,0,1111
175,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,11,15,1,争霸赛服务器-1,0,0,0,0,1112
